,종목명,진행상황,시장구분,종목코드,업종,대표자,기업구분,본점소재지,홈페이지,대표전화,최대주주,매출액,법인세비용차감전계속사업이익,순이익,자본금,총공모주식수,액면가,상장공모,희망공모가액,청약경쟁률,확정공모가,공모금액,주간사,주식수,청약한도,공모청약일,우리사주조합,우리사주조합 청약증거금율,기관투자자등,기관투자자 최고한도,일반투자자 청약증거금율,기관경쟁률,의무보유확약
205,아스플로,신규상장,코스닥,159010,일반 목적용 기계 제조업,강두홍,중소일반,경기도 화성시 정남면 정남산단로 38,www.asflow.com,031-352-2301,-,"44,784 (백만원)","7,631 (백만원)","6,964 (백만원)","2,222 (백만원)","630,000 주",500 원,"신주모집 : 630,000 주 (100%)","19,000 ~ 22,000 원",2818.08:1,"25,000 원","15,750 (백만원)",미래에셋증권,"157,500~189,000 주","7,500~9,000 주",2021.09.27 ~  2021.09.28,"102,000 주  (16.2%)",100%,"346,500~472,500 주 (55~75%)",- 주,50%,2142.7:1,12.10%
206,NH스팩20호,신규상장,코스닥,391060,기타 금융업,곽대환,중소일반,서울특별시 영등포구 여의대로 108,,,-,- (백만원),0 (백만원),- (백만원),550 (백만원),"20,000,000 주",100 원,"신주모집 : 20,000,000 주 (100%)","2,000 ~ 2,000 원",480.51:1,"2,000 원","40,000 (백만원)",NH투자증권,"5,000,000 주","500,000 주",2021.09.23 ~  2021.09.24,주,100%,"15,000,000 주 (75%)",- 주,100%,,0.00%
207,에스앤디,신규상장,코스닥,260970,기타 식품 제조업,여경목,중소일반,충청북도 청주시 흥덕구 오송읍 오송생명4로 163,www.isnd.co.kr,043-710-8003,-,"56,537 (백만원)","9,035 (백만원)","7,359 (백만원)","2,029 (백만원)","1,023,000 주",500 원,"신주모집 : 1,023,000 주 (100%)","30,000 ~ 32,000 원",4.20:1,"28,000 원","28,644 (백만원)",유진투자증권,"255,750~306,900 주","25,000~30,000 주",2021.09.14 ~  2021.09.15,"33,400 주  (3.3%)",100%,"682,700~733,850 주 (66.7~71.7%)",- 주,50%,173.11:1,0.01%
208,실리콘투,신규상장,코스닥,257720,상품 종합 도매업,김성운,중소일반,"경기도 성남시 분당구 판교역로 231, 에스동 907호",www.siliconii.com,,-,"99,398 (백만원)","7,361 (백만원)","5,716 (백만원)","5,012 (백만원)","1,654,000 주",500 원,"신주모집 : 1,560,000 주 (94.32%)
	/  구주매출 : 94,000 주 (5.68%)","23,800 ~ 27,200 원",1701:1,"27,200 원","44,989 (백만원)","삼성증권,미래에셋증권","413,500~496,200 주",- 주,2021.09.14 ~  2021.09.15,"46,244 주  (2.8%)",100%,"1,111,556~1,194,256 주 (67.2~72.2%)",- 주,50%,1437.63:1,8.37%
209,프롬바이오,신규상장,코스닥,377220,기타 식품 제조업,심태진,중소일반,"경기도 수원시 영통구 신원로 88 디지털엠파이어2, 104동 102호",www.frombio.co.kr,1588-8474,-,"108,045 (백만원)","-4,014 (백만원)","-7,813 (백만원)","1,383 (백만원)","3,000,000 주",100 원,"신주모집 : 2,450,000 주 (81.67%)
	/  구주매출 : 550,000 주 (18.33%)","21,500 ~ 24,500 원",48.24:1,"18,000 원","54,000 (백만원)",NH투자증권,"750,000~900,000 주","30,000~36,000 주",2021.09.14 ~  2021.09.15,"82,000 주  (2.73%)",100%,"~2,168,000~2,018,000 주 (67.27~72.27%)",- 주,50%,85.71:1,1.45%
210,신한스팩8호,신규상장,코스닥,393360,금융 지원 서비스업,김종환,중소일반,서울특별시 영등포구 여의대로 70 신한금융투자 4층,,,-,- (백만원),0 (백만원),- (백만원),735 (백만원),"6,250,000 주",100 원,"신주모집 : 6,250,000 주 (100%)","2,000 ~ 2,000 원",361.39:1,"2,000 원","12,500 (백만원)",신한금융투자,"1,562,500~1,875,000 주","155,000~185,000 주",2021.09.13 ~  2021.09.14,주,100%,"4,375,000~4,687,500 주 (70~75%)",- 주,100%,,0.00%
211,바이오플러스,신규상장,코스닥,099430,기초 의약물질 및 생물학적 제제 제조업,정현규,중소일반,"경기도 성남시 중원구 사기막골로45번길 14, 18층",www.ubioplus.co.kr,070-4915-2294,-,"24,367 (백만원)","12,134 (백만원)","9,703 (백만원)","6,955 (백만원)","1,400,000 주",500 원,"신주모집 : 1,400,000 주 (100%)","28,500 ~ 31,500 원",1206.63:1,"31,500 원","44,100 (백만원)",키움증권,"350,000~420,000 주","22,000~28,000 주",2021.09.13 ~  2021.09.14,"42,000 주  (3%)",100%,"938,000~1,050,000 주 (67~75%)",- 주,50%,1220.2:1,7.80%
212,현대중공업,신규상장,거래소,329180,선박 및 보트 건조업,한영석,중소일반,울산광역시 동구 방어진순환도로 1000 (전하동),www.hhi.co.kr,052-203-4829,한국조선해양 100%,"8,310,181 (백만원)","-540,129 (백만원)","-431,463 (백만원)","443,865 (백만원)","18,000,000 주","5,000 원","신주모집 : 18,000,000 주 (100%)","52,000 ~ 60,000 원",404.29:1,"60,000 원","1,080,000 (백만원)","미래에셋,한국투자,하나금융,KB증권,삼성증권,대신증권,DB금융,신영증권","4,500,000~5,400,000 주","71,000~85,000 주",2021.09.07 ~  2021.09.08,"3,600,000 주  (20%)",100%,"9,900,000~13,500,000 주 (55~75%)",- 주,50%,1835.87:1,53.09%
213,대신밸런스스팩10호,신규상장,코스닥,387310,금융 지원 서비스업,이현식,중소일반,서울특별시 중구 삼일대로 343,,,-,- (백만원),0 (백만원),- (백만원),546 (백만원),"5,000,000 주",100 원,"신주모집 : 5,000,000 주 (100%)","2,000 ~ 2,000 원",207.57:1,"2,000 원","10,000 (백만원)",대신증권,"1,250,000~1,500,000 주","125,000~150,000 주",2021.09.06 ~  2021.09.07,주,100%,"3,500,000~3,750,000 주 (70~75%)",- 주,100%,,0.00%
214,유진스팩7호,신규상장,코스닥,388800,금융 지원 서비스업,,중소일반,서울특별시 영등포구 국제금융로 24,,,-,- (백만원),0 (백만원),- (백만원),501 (백만원),"4,000,000 주",100 원,"신주모집 : 4,000,000 주 (100%)","2,000 ~ 2,000 원",3921.38:1,"2,000 원","8,000 (백만원)",유진증권,"1,000,000~1,200,000 주","100,000 주",2021.09.02 ~  2021.09.03,주,100%,"2,800,000~3,000,000 주 (75~75%)",- 주,100%,,0.00%
215,와이엠텍,신규상장,코스닥,273640,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치",김홍기,중소일반,충청북도 청주시 흥덕구 옥산면 과학산업3로 38,www.goodymt.com,043-212-6651,-,"17,037 (백만원)","4,388 (백만원)","3,866 (백만원)","2,696 (백만원)","600,000 주",500 원,"신주모집 : 600,000 주 (100%)","21,000 ~ 25,000 원",2939.57:1,"28,000 원","16,800 (백만원)",KB증권,"150,000~180,000 주","5,000~6,000 주",2021.08.31 ~  2021.09.01,"30,000 주  (5%)",100%,"390,000~450,000 주 (65~75%)",- 주,50%,1696.19:1,31.59%
216,에이비온,신규상장,코스닥,203400,자연과학 및 공학 연구개발업,신영기,중소일반,서울특별시 구로구 디지털로 242 한화비즈메트로1차 242915호,www.abionbio.com,02-6006-7610,-,"1,994 (백만원)","-10,423 (백만원)","-10,476 (백만원)","8,338 (백만원)","2,280,000 주",500 원,"신주모집 : 2,280,000 주 (100%)","14,500 ~ 17,000 원",30.66:1,"17,000 원","38,760 (백만원)","미래에셋증권,한화투자증권,유진투자증권","570,000~684,000  주","17,500~21,000 주",2021.08.30 ~  2021.08.31,주,100%,"1,596,000~1,710,000  주 (70~75%)",- 주,50%,139.36:1,4.30%
217,SK리츠,신규상장,거래소,395400,비주거용 건물 임대업,이준혁,중소일반,"서울특별시 영등포구 국제금융로8길 31 (여의도동, SK증권빌딩)",,02-6353-7000,-,- (백만원),0 (백만원),- (백만원),"77,510 (백만원)","46,510,266 주",500 원,"신주모집 : 46,510,266 주 (100%)","5,000 ~ 5,000 원",552:1,"5,000 원","232,551 (백만원)","한국투자증권,삼성증권,SK증권,하나금융투자","13,953,080 주",- 주,2021.08.30 ~  2021.09.01,주,100%,"32,557,186 주 (70%)",- 주,50%,,0.00%
218,일진하이솔루스,신규상장,거래소,271940,기타 운송장비 제조업,안홍상,중소일반,전라북도 완주군 봉동읍 완주산단5로 97-46,www.composite.co.kr,063-263-1700,일진다이아몬드 87%,"113,525 (백만원)","15,369 (백만원)","15,579 (백만원)","18,156 (백만원)","10,893,990 주",500 원,"신주모집 : 7,262,660 주 (66.67%)
	/  구주매출 : 3,631,330 주 (33.33%)","25,700 ~ 34,300 원",654.5:1,"34,300 원","373,664 (백만원)","미래에셋증권,삼성증권,현대차증권,대신증권","2,723,498~3,268,197  주","50,000~65,000 주",2021.08.24 ~  2021.08.25,"2,178,798 주  (20%)",100%,"5,991,694~8,170,492  주 (55~75%)",- 주,50%,1471.01:1,61.52%
219,IBKS스팩16호,신규상장,코스닥,388790,금융 지원 서비스업,전구택,중소일반,서울특별시 영등포구 국제금융로6길 11,,,-,- (백만원),0 (백만원),- (백만원),341 (백만원),"3,190,000 주",100 원,"신주모집 : 3,190,000 주 (100%)","2,000 ~ 2,000 원",388.37:1,"2,000 원","6,380 (백만원)",IBK투자증권,"800,000 주","40,000 주",2021.08.24 ~  2021.08.25,주,100%,"2,390,000 주 (74.92%)",- 주,100%,,0.00%
220,바이젠셀,신규상장,코스닥,308080,의약품 제조업,김태규,중소일반,"서울특별시 서초구 반포대로 222, 서울성모병원 별관 7층",www.vigencell.com,070-4348-7457,보령제약 30%,- (백만원),"-10,455 (백만원)","-10,455 (백만원)","4,716 (백만원)","1,886,480 주",500 원,"신주모집 : 1,886,480 주 (100%)","42,800 ~ 52,700 원",886.2:1,"52,700 원","99,417 (백만원)","대신증권,KB증권","471,620~565,944  주","28,000~32,000 주",2021.08.12 ~  2021.08.13,"25,000 주  (1.33%)",100%,"1,295,536~1,389,860   주 (68.67~73.67%)",- 주,50%,1271.21:1,13.61%
221,브레인즈컴퍼니,신규상장,코스닥,099390,시스템 소프트웨어 개발 및 공급업,강선근,중소일반,"서울 성동구 성수이로 87, 8층 (성수동2가,성문빌딩)",www.brainz.co.kr,02-2205-6053,-,"14,829 (백만원)","4,185 (백만원)","3,734 (백만원)","2,054 (백만원)","600,000 주",500 원,"신주모집 : 400,000 주 (66.67%)
	/  구주매출 : 200,000 주 (33.33%)","20,000 ~ 22,500 원",1190.39:1,"25,000 원","15,000 (백만원)",키움증권,"150,000~180,000 주","10,000~12,000 주",2021.08.09 ~  2021.08.10,주,100%,"420,000~450,000 주 (70~75%)",- 주,50%,1428.8:1,8.92%
222,아주스틸,신규상장,거래소,139990,1차 철강 제조업,이학연,중소일반,경상북도 구미시 4공단로 321,ajusteel.co.kr,054-714-3006,-,"569,794 (백만원)","16,643 (백만원)","11,709 (백만원)","13,226 (백만원)","6,937,500 주",500 원,"신주모집 : 4,000,000 주 (57.66%)
	/  구주매출 : 2,937,500 주 (42.34%)","12,700 ~ 15,100 원",1419.73:1,"15,100 원","104,756 (백만원)",미래에셋증권,"1,734,375~2,081,250   주","86,000~104,000 주",2021.08.09 ~  2021.08.10,"1,387,500  주  (20%)",100%,"3,815,625~5,203,125 주 (55~75%)",- 주,50%,1776.9:1,16.33%
223,롯데렌탈,신규상장,거래소,089860,자동차 임대업,표현명,중소일반,경기도 안양시 동안구 전파로 88 신원비젼타워 8층 (호계동),www.lotterental.com,02-3404-9918,호텔롯데 47%,"2,100,809 (백만원)","34,374 (백만원)","23,307 (백만원)","183,170 (백만원)","14,422,000 주","5,000 원","신주모집 : 7,211,063 주 (50%)
	/  구주매출 : 7,210,937 주 (50%)","47,000 ~ 59,000 원",65.81:1,"59,000 원","850,898 (백만원)","NH투자증권,한국투자증권,KB증권,미래에셋증권,삼성증권,신한금융,키움증권,하나금융","3,605,500~4,326,600   주","46,800~56,000 주",2021.08.09 ~  2021.08.10,"2,884,400 주  (20%)",100%,"7,932,100~10,816,500  주 (55~75%)",- 주,50%,217.63:1,14.65%
224,딥노이드,신규상장,코스닥,315640,소프트웨어 개발 및 공급업,최우식,중소일반,"서울특별시 구로구 디지털로33길 55, 1305호",www.deepnoid.com,070-8250-4865,-,235 (백만원),"-8,688 (백만원)","-8,606 (백만원)","2,310 (백만원)","300,000 주",500 원,"신주모집 : 300,000 주 (100%)","31,500 ~ 42,000 원",834.86:1,"42,000 원","12,600 (백만원)",KB증권,"75,000~90,000 주","2,400~3,000 주",2021.08.05 ~  2021.08.06,주,100%,"210,000~225,000 주 (70~75%)",- 주,50%,1179.07:1,7.29%
225,한컴라이프케어,신규상장,거래소,372910,기타 의료용 기기 제조업,우준석,중소일반,경기도 용인시 처인구 양지면 중부대로1960번길 53,www.sancheong.com,031-5183-9021,한글과컴퓨터 40%,"151,842 (백만원)","32,335 (백만원)","27,690 (백만원)","5,534 (백만원)","8,302,321 주",200 원,"신주모집 : 2,767,440 주 (33.33%)
	/  구주매출 : 5,534,881 주 (66.67%)","10,700 ~ 13,700 원",109.8:1,"13,700 원","113,742 (백만원)",미래에셋증권,"2,075,581~2,490,697  주","102,000~124,000 주",2021.08.05 ~  2021.08.06,주,100%,"5,811,624~6,226,740   주 (70~75%)",- 주,50%,418.99:1,3.27%
226,디앤디플랫폼리츠,신규상장,코스닥,377190,부동산업,도병운,중소일반,서울특별시 강남구 압구정로12길 14 5층(신사동),,02-6201-9500,-,"15,056 (백만원)","-2,285 (백만원)","-2,285 (백만원)","64,400 (백만원)","35,000,000 주","1,000 원","신주모집 : 35,000,000 주 (100%)","5,000 ~ 5,000 원",36.43:1,"5,000 원","175,000 (백만원)","NH투자증권,신한금융투자,대신증권","17,500,000 주",- 주,2021.08.05 ~  2021.08.09,주,100%,"17,500,000 주 (50%)",- 주,50%,,0.00%
227,플래티어,신규상장,코스닥,367000,소프트웨어 개발 및 공급업,이상훈,중소일반,"서울특별시 송파구 법원로9길 26, 디동 제6층(문정동, 에이치비지니스파크)",www.plateer.com,02-554-4668,-,"39,376 (백만원)","3,086 (백만원)","2,685 (백만원)","4,134 (백만원)","1,800,000 주",500 원,"신주모집 : 1,800,000 주 (100%)","8,500 ~ 10,000 원",2498.8:1,"11,000 원","19,800 (백만원)","KB증권,하나금융투자","450,000~540,000 주","14,000~17,000 주",2021.08.04 ~  2021.08.05,"90,000 주  (5%)",100%,"1,170,000~1,350,000 주 (65~75%)",- 주,50%,1631:1,18.29%
228,엠로,신규상장,코스닥,058970,소프트웨어 개발 및 공급업,송재민,중소일반,"서울특별시 영등포구 당산로41길 11, SK V1센터 E동 5층",www.emro.co.kr,02-785-9848,-,"40,302 (백만원)","3,849 (백만원)","3,389 (백만원)","2,713 (백만원)","1,016,104 주",500 원,"신주모집 : 1,016,104 주 (100%)","20,100 ~ 22,600 원",250:1,"22,600 원","22,964 (백만원)",한국투자증권,"254,026~304,831 주","8,000~10,000 주",2021.08.04 ~  2021.08.05,주,100%,"711,273~762,078 주 (70~75%)",- 주,50%,685.60:1,6.97%
229,크래프톤,신규상장,거래소,259960,소프트웨어 개발 및 공급업,김창한,중소일반,"경기도 성남시 분당구 분당내곡로 117 (백현동, 크래프톤타워)",www.krafton.com,031-622-7606,-,"1,670,427 (백만원)","666,768 (백만원)","556,267 (백만원)","4,889 (백만원)","8,654,230 주",100 원,"신주모집 : 5,624,000 주 (64.99%)
	/  구주매출 : 3,030,230 주 (35.01%)","400,000 ~ 498,000 원",7.79:1,"498,000 원","4,309,807 (백만원)","미래에셋증권,NH투자증권,삼성증권","2,163,558~2,596,269 주","39,000~47,000 주",2021.08.02 ~  2021.08.03,"1,730,846 주  (20%)",100%,"4,759,826~6,490,672 주 (55~75%)",- 주,50%,243.15:1,22.05%
230,원티드랩,신규상장,코스닥,376980,소프트웨어 개발 및 공급업,이복기,중소일반,서울특별시 송파구 올림픽로 300 35층,www.wanted.co.kr,02-2138-7182,-,"14,648 (백만원)","-9,174 (백만원)","-9,174 (백만원)","2,351 (백만원)","730,000 주",500 원,"신주모집 : 527,892 주 (72.31%)
	/  구주매출 : 202,108 주 (27.69%)","28,000 ~ 35,000 원",1731.23:1,"35,000 원","25,550 (백만원)",한국투자증권,"182,500~219,000 주","6,000~7,000 주",2021.08.02 ~  2021.08.03,주,100%,"511,000~547,500 주 (70~75%)",- 주,50%,1503.91:1,10.98%
231,에이치케이이노엔,신규상장,코스닥,195940,의약품 제조업,강석희,중소일반,서울특별시 중구 을지로 100 파인에비뉴 에이동,www.inno-n.com,02-6477-0088,한국콜마 53%,"515,289 (백만원)","90,469 (백만원)","67,061 (백만원)","14,452 (백만원)","10,117,000 주",500 원,"신주모집 : 5,781,000 주 (57.14%)
	/  구주매출 : 4,336,000 주 (42.86%)","50,000 ~ 59,000 원",388.9:1,"59,000 원","596,903 (백만원)","한국투자증권,삼성증권","2,529,250~3,035,100 주","45,000~54,000 주",2021.07.29 ~  2021.07.30,"2,023,400 주  (20%)",100%,"5,564,350~7,587,750 주 (55~75%)",- 주,50%,1871.36:1,13.49%
232,카카오뱅크,신규상장,거래소,323410,은행 및 저축기관,윤호영,중소일반,경기도 성남시 분당구 판교역로 231 에스동 5층,www.kakaobank.com,02-6288-6112,카카오 32%,"804,157 (백만원)","122,332 (백만원)","113,636 (백만원)","2,375,501 (백만원)","65,450,000 주","5,000 원","신주모집 : 65,450,000 주 (100%)","33,000 ~ 39,000 원",181.1:1,"39,000 원","2,552,550 (백만원)","KB증권,한국투자증권,하나금융투자,현대차증권","16,362,500~19,635,000 주","880,000~105,290,000 주",2021.07.26 ~  2021.07.27,"13,090,000 주  (20%)",100%,"35,997,500~49,087,500 주 (55~75%)",- 주,50%,1732.83:1,45.28%
233,한화플러스스팩2호,신규상장,코스닥,386580,기타 금융업,이동헌,중소일반,서울특별시 영등포구 여의대로 56,,,-,- (백만원),0 (백만원),- (백만원),416 (백만원),"3,750,000 주",100 원,"신주모집 : 3,750,000 주 (100%)","2,000 ~ 2,000 원",481.19:1,"2,000 원","7,500 (백만원)",한화투자증권,"937,500~1,125,000 주","90,000~110,000 주",2021.07.26 ~  2021.07.27,주,100%,"2,625,000~2,812,500 주 (70~75%)",- 주,100%,,0.00%
234,에브리봇,신규상장,코스닥,270660,가정용 기기 제조업,정우철,중소일반,경기도 성남시 분당구 운중로243번길 4-7 에브리봇 빌딩,www.everybot.co.kr,070-4913-8805,-,"49,165 (백만원)",503 (백만원),-902 (백만원),"3,047 (백만원)","1,120,000 주",500 원,"신주모집 : 840,000 주 (75%)
	/  구주매출 : 280,000 주 (25%)","32,600 ~ 36,700 원",159.42:1,"36,700 원","41,104 (백만원)",NH투자증권,"280,000~336,000 주","11,200~13,200 주",2021.07.19 ~  2021.07.20,"54,430 주  (4.86%)",100%,"729,570~840,000 주 (65.14~75%)",- 주,50%,576.74:1,0.67%
235,맥스트,신규상장,코스닥,377030,소프트웨어 개발 및 공급업,박재완,중소일반,"서울 강남구 남부순환로351길 4, 3층(도곡동, 스테이77)",www.maxst.com,02-585-9566,-,"1,983 (백만원)","-8,921 (백만원)","-8,921 (백만원)","4,266 (백만원)","1,000,000 주",500 원,"신주모집 : 1,000,000 주 (100%)","11,000 ~ 13,000 원",6762.75:1,"15,000 원","15,000 (백만원)",하나금융투자,"250,000~300,000  주","12,000~15,000 주",2021.07.16 ~  2021.07.19,"189,106  주  (18.9%)",100%,"550,000~750,000  주 (55~75%)",- 주,50%,1587.01:1,39.13%
236,큐라클,신규상장,코스닥,365270,자연과학 및 공학 연구개발업,"박광락, 김명화",중소일반,"경기도 성남시 수정구 창업로 54, 608~611호",www.curacle.com,031-706-8300,-,- (백만원),"-28,610 (백만원)","-28,610 (백만원)","6,677 (백만원)","2,133,333 주",500 원,"신주모집 : 2,000,000 주 (93.75%)
	/  구주매출 : 133,333 주 (6.25%)","20,000 ~ 25,000 원",1546.9:1,"25,000 원","53,333 (백만원)","삼성증권,NH투자증권","533,333~640,000  주","22,500~27,000 주",2021.07.13 ~  2021.07.14,주,100%,"1,493,333~1,600,000  주 (70~75%)",- 주,50%,1219.27:1,7.23%
